codigo_municipio,moe_risk_2007,moe_high_risk_2007,moe_risk_2010,moe_high_risk_2010,moe_risk_2011,moe_high_risk_2011,moe_risk_2014,moe_high_risk_2014,moe_risk_2015,moe_high_risk_2015,moe_risk_2016,moe_high_risk_2016,moe_risk_2018,moe_high_risk_2018,moe_risk_2019,moe_high_risk_2019,moe_risk_2022,moe_high_risk_2022,moe_risk_2023,moe_high_risk_2023,armed_group_presence,is_pdet,coca_hectares,risk_level,high_risk_flag
15810,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13810,low,0,low,0,low,0,low,0,extreme,1,medium,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
05809,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15814,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25815,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25817,low,0,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15816,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05819,low,0,low,0,low,0,extreme,1,high,1,low,0,high,1,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
54820,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70823,high,1,low,0,low,0,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
68820,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15820,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25823,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19821,medium,0,extreme,1,low,0,high,1,extreme,1,medium,0,low,0,extreme,1,low,0,extreme,1,0,0,0.0,extreme,1
76823,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15822,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19824,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
85430,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76828,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08832,extreme,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23815,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,extreme,1,low,0,0,0,0.0,low,0
76834,high,1,low,0,high,1,low,0,low,0,high,1,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
15001,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,medium,0,0,0,0.0,medium,0
15832,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52838,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13836,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13838,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05837,medium,0,low,0,medium,0,low,0,low,0,extreme,1,extreme,1,high,1,low,0,low,0,0,0,0.0,low,0
15835,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15837,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15839,low,0,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25839,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25841,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76845,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15842,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25845,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27800,medium,0,low,0,low,0,low,0,low,0,medium,0,low,0,high,1,low,0,low,0,0,0,0.0,low,0
27810,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
05842,low,0,low,0,high,1,high,1,medium,0,low,0,medium,0,low,0,low,0,high,1,0,0,0.0,high,1
50370,extreme,1,high,1,extreme,1,extreme,1,extreme,1,medium,0,extreme,1,low,0,medium,0,low,0,0,0,0.0,low,0
44847,medium,0,extreme,1,extreme,1,high,1,extreme,1,medium,0,extreme,1,low,0,extreme,1,extreme,1,0,0,0.0,extreme,1
05847,high,1,low,0,extreme,1,medium,0,medium,0,medium,0,medium,0,low,0,medium,0,high,1,0,0,0.0,high,1
44855,medium,0,low,0,low,0,low,0,high,1,low,0,low,0,high,1,low,0,low,0,0,0,0.0,low,0
08849,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25851,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05854,extreme,1,high,1,low,0,extreme,1,high,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
23855,medium,0,medium,0,high,1,low,0,low,0,medium,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
86865,extreme,1,low,0,extreme,1,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
68855,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73854,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20001,high,1,extreme,1,extreme,1,low,0,low,0,high,1,low,0,high,1,low,0,low,0,0,0,0.0,low,0
05856,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18860,low,0,low,0,high,1,extreme,1,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05858,low,0,low,0,medium,0,low,0,medium,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
68861,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73861,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05861,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25506,low,0,low,0,high,1,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15861,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25862,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76863,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68867,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25867,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
17867,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05873,high,1,medium,0,high,1,low,0,medium,0,extreme,1,low,0,high,1,low,0,high,1,0,0,0.0,high,1
76869,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54871,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15407,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25843,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54874,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,0,0,0.0,high,1
19845,low,0,high,1,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
86885,medium,0,low,0,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25871,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73870,low,0,low,0,extreme,1,low,0,extreme,1,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
17873,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13873,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
44874,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68872,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85440,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25873,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73873,high,1,high,1,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50001,high,1,low,0,low,0,low,0,low,0,medium,0,high,1,high,1,low,0,low,0,0,0,0.0,low,0
41872,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25875,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25878,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15879,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50711,high,1,extreme,1,extreme,1,high,1,high,1,extreme,1,extreme,1,low,0,high,1,low,0,0,0,0.0,low,0
17877,low,0,high,1,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25885,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52885,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41885,medium,0,low,0,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05885,low,0,extreme,1,high,1,low,0,medium,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05887,medium,0,high,1,medium,0,medium,0,low,0,medium,0,low,0,medium,0,high,1,low,0,0,0,0.0,low,0
97889,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05890,low,0,low,0,low,0,low,0,medium,0,high,1,low,0,low,0,medium,0,low,0,0,0,0.0,low,0
05893,low,0,high,1,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
85001,high,1,high,1,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76890,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
76892,high,1,low,0,extreme,1,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
13894,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
68895,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47960,extreme,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05895,high,1,extreme,1,extreme,1,low,0,high,1,extreme,1,high,1,high,1,high,1,extreme,1,0,0,0.0,extreme,1
76895,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15897,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25898,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25899,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47980,high,1,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
